11|20.0712,563.965,322.079,840.71,211.448,89.2043,327.497,535.336,119.762,233.216,890.527,342.927,593.592,473.97,679.102,355.104,789.171,648.823,498.442,479.582,86.9203,584.199,537.107,736.823,586.841,557.742,745.439,586.535,431.66,564.459,127.58,378.773,283.776,337.447,363.082,899.647,645.917,607.555,570.778,244.353,356.097,498.248,986.515,330.348,605.775,933.692,237.227,7.53437,101.782,225.333,152.859,365.357,245.958,487.81,160.681,850.818,186.567,87.8876,285.095,805.865,173.374,55.6535,896.765,842.314,80.2337,51.6355,524.511,18.2425,410.397,696.961,982.379,997.256,112.039,896.61,397.856,575.998,969.47,917.396,865.507,5.3,817.072,975.067,257.903,490.749,170.888,722.896,668.643,820.861,929.376,718.457,556.763,535.037,571.613,476.619,279.979,838.583,769.493,205.078,187.044,967.994,323.679,710.952,425.436,199.507,507.61,736.247,242.41,529.84,114.837,707.23,610.62,767.78,288.631,87.2902,581.238,506.104,154.363,932.014,481.14,320.642,532.589,593.883,51.8235,369.23,336.604,454.268,134.415,548.603|Random Vector
12|63.375,548.922,989.96,201.73,322.354,684.572,809.874,87.8681,254.641,138.825,681.503,2.7109,760.228,116.696,595.639,473.166,471.576,606.102,411.841,794.289,348.868,106.699,929.529,850.727,830.619,745.975,965.027,408.518,124.297,932.938,730.867,990.93,938.341,205.002,181.233,379.229,66.4963,926.449,741.121,721.597,574.473,48.0946,841.829,781.514,139.772,827.941,795.267,750.502,201.627,799.537,163.656,825.133,164.266,186.405,814.575,235.692,665.197,633.759,523.065,907.866,358.83,316.197,877.201,588.307,392.445,682.982,816.599,451.949,439.135,713.782,376.944,899.667,462.68,624.102,301.378,539.781,747.609,438.745,502.72,577.486,232.213,355.362,899.575,391.482,383.891,531.857,543.553,66.6191,906.472,229.025,624.238,542.849,116.898,431.528,939.832,332.816,627.708,730.549,334.906,693.718,139.272,166.731,794.025,878.629,620.073,495.424,533.461,741.461,893.893,573.151,788.597,997.693,151.675,752.403,311.722,706.98,248.489,778.572,743.946,143.128,33.5324,204.545,569.89,714.064,762.459,493.981,876.766,754.635|Random Vector
13|342.082,102.916,821.257,536.481,110.632,378.822,846.452,457,127.489,603.958,397.287,502.288,797.295,539.861,149.917,486.357,229.251,408.955,722.253,771.882,720.037,12.2031,641.148,598.443,693.948,565.508,542.724,716.179,251.799,599.029,345.696,826.799,181.598,959.075,908.451,342.524,583.392,227.351,400.851,423.597,462.006,287.93,947.283,614.95,153.351,911.852,586.23,139.116,505.889,100.795,611.454,256.016,18.1102,726.096,872.124,592.963,932.118,102.213,565.133,918.751,696.651,790.085,922.499,23.0226,707.239,651.367,152.539,771.247,576.288,374.435,606.715,68.9215,424.131,77.3211,736.444,104.247,934.367,840.44,925.569,910.686,450.839,122.811,113.238,235.906,984.841,165.521,838.898,186.321,124.663,837.491,920.842,332.146,869.896,311.444,518.838,227.396,591.275,607.894,399.003,379.306,54.7616,744.25,335.197,205.58,802.853,787.79,4.63202,603.722,333.499,114.267,398.169,414.505,537.396,863.518,919.856,922.96,346.346,465.7,346.953,480.837,737.501,918.455,452.218,587.068,224.605,32.8467,452.44,912.749|Random Vector
14|140.857,248.226,176.387,577.632,498.368,165.513,418.925,33.8792,914.846,311.473,362.394,780.496,580.588,277.587,632.264,220.097,13.0945,212.681,663.537,515.174,178.036,975.541,961.07,458.989,148.663,557.305,414.624,860.632,85.3497,535.07,996.874,184.463,502.195,299.596,595.385,309.937,67.0765,397.318,749.961,426.789,209.906,799.782,898.054,349.387,205.14,468.232,190.688,624.976,36.5497,377.726,472.067,836.565,564.841,587.454,65.7086,294.045,775.528,714.059,453.289,527.648,524.39,534.456,440.763,481.088,400.763,497.012,559.64,765.356,155.24,102.981,181.928,334.363,861.786,75.5034,946.115,753.246,373.309,272.302,270.745,897.43,644,526.578,408.734,800.75,25.3864,978.931,156.153,839.789,715.972,866.994,658.924,407.984,27.096,551.723,221.972,253.889,231.075,196.113,671.893,505.508,19.7105,595.049,104.109,339.271,799.916,569.444,178.545,887.46,652.746,556.722,238.183,720.813,99.4414,805.315,243.172,988.729,722.267,603.197,855.696,806.85,830.22,962.649,397.184,944.41,668.085,141.082,204.984,406.392|Random Vector
15|293.148,323.99,896.336,86.925,13.0019,633.241,85.5085,735.905,207.886,848.128,26.5322,122.777,181.435,876.444,583.042,642.926,421.425,703.946,892.672,910.624,817.444,624.761,341.817,335.866,259.423,825.107,379.692,363.059,590.295,34.2281,268.064,830.654,624.149,345.192,409.412,773.835,552.047,362.758,436.127,861.068,294.466,219.511,948.453,974.547,763.606,779.759,140.113,114.238,868.468,565.777,487.431,985.367,894.552,471.065,799.855,182.107,425.214,484.778,22.4693,512.458,268.677,741.687,541.634,698.846,633.478,402.55,257.888,218.023,139.356,645.054,834.93,421.704,984.402,132.276,525.69,900.572,171.679,691.222,272.307,683.184,18.3907,822.584,914.299,529.662,117.751,815.054,576.516,498.091,274.055,67.1754,554.178,405.248,651.42,497.465,829.742,720.203,206.421,106.579,10.9958,140.019,136.886,263.684,900.019,266.498,873.89,732.185,597.413,250.731,600.517,633.098,665.037,494.274,175.371,573.294,914.412,838.107,418.771,404.382,383.139,770.911,518.918,422.036,46.966,353.871,166.283,958.627,738.034,184.371|Random Vector
16|82.7987,90.337,603.152,770.986,245.349,68.2497,389.296,837.079,288.694,437.193,355.673,915.514,719.046,721.533,297.122,610.405,566.405,949.307,476.05,396.649,663.671,954.087,936.83,135.001,732.572,483.755,214.94,269.911,31.1831,539.843,262.264,162.014,595.078,841.53,51.4258,846.408,496.366,955.236,596.843,154.672,334.244,623.333,770.912,474.237,106.598,344.384,75.1378,351.54,728.189,412.794,495.491,704.926,688.402,598.286,434.827,459.682,246.402,75.9334,819.102,77.7653,799.416,2.33939,694.696,967.699,272.145,5.25382,590.231,103.094,360.974,314.597,91.5821,807.43,917.314,962.099,136.819,790.014,950.237,690.56,446.006,521.301,185.133,86.7052,541.901,958.171,872.946,758.392,732.225,638.949,806.561,759.036,658.783,724.103,692.277,637.232,849.196,980.577,249.668,903.364,489.425,646.665,221.209,693.175,987.668,51.5958,944.059,669.917,39.4268,44.1654,705.575,588.264,925.248,999.354,180.575,555.807,567.945,473.21,915.488,312.855,33.946,120.523,697.42,731.024,297.349,192.599,924.396,115.282,971.058,421.763|Random Vector
17|944.266,795.342,474.214,745.065,862.043,54.8826,844.549,455.144,319.1,522.435,828.915,644.547,37.0076,650.167,596.27,364.697,230.009,560.677,120.567,481.062,76.9532,884.998,696.289,530.265,339.875,441.032,724.767,404.485,65.3563,572.428,315.29,803.977,539.491,538.401,790.723,661.655,318.753,737.856,625.891,520.168,885.978,426.817,615.863,876.665,232.959,417.506,24.4008,461.943,870.099,990.341,21.2694,0.237523,874.702,185.473,528.937,383.964,939.068,932.59,798.783,70.0297,997.934,9.48543,350.712,52.6838,767.188,88.5434,401.931,37.5968,479.876,479.781,627.505,580.757,873.677,271.687,984.083,398.287,768.273,91.6993,417.767,336.37,421.357,522.519,737.582,732.272,238.777,3.34636,110.474,467.311,354.622,297.003,287.239,852.822,296.308,715.553,233.608,589.109,42.0932,277.266,17.8739,910.339,987.722,45.1007,427.773,109.468,384.327,391.63,679.647,124.438,218.254,956.416,949.961,797.989,786.345,258.983,89.411,588.554,417.581,982.331,879.118,884.199,944.732,600.798,467.401,903.724,613.411,989.185,167.034,743.353|Random Vector
18|991.169,64.9864,231.672,401.58,942.732,837.826,649.647,230.569,607.737,830.643,512.689,120.339,230.67,46.9454,176.528,384.091,220.486,36.7319,186.438,957.27,779.584,826.206,350.125,800.77,57.8427,629.778,969.103,216.324,883.786,518.26,927.752,597.274,994.908,525.031,173.895,260.233,396.242,515.248,758.238,491.186,696.021,996.336,153.896,897.436,815.833,463.381,224.441,622.937,223.818,747.872,536.974,34.8652,592.94,894.921,580.086,860.127,91.4868,457.432,877.461,391.17,265.6,272.959,129.515,476.677,888.748,44.3767,955.652,852.194,862.128,35.4224,809.516,329.051,655.242,931.589,550.857,735.213,86.9868,281.391,408.453,252.649,372.689,5.08214,259.754,695.714,723.42,48.7836,495.876,532.603,81.0462,962.122,220.183,109.469,683.259,894.48,76.1309,991.475,851.207,61.517,495.147,882.906,480.587,516.079,592.408,906.514,824.681,571.319,347.809,662.112,678.016,543.779,565.732,864.493,267.028,733.91,878.63,521.26,797.426,868.161,658.452,245.286,850.582,157.341,867.294,160.4,708.363,334.009,837.013,238.69|Random Vector
19|697.471,930.09,680.141,105.834,618.611,698.991,752.717,189.222,158.605,881.637,880.871,961.315,871.844,465.47,29.2473,879.071,825.817,5.14517,128.87,819.947,335.119,228.625,743.508,908.701,160.76,1.12011,817.967,556.182,832.134,756.636,507.468,258.688,6.38587,193.133,287.038,84.0982,616.927,326.434,981.186,559.844,631.814,115.844,259.804,376.695,634.006,9.07241,539.985,818.679,779.845,128.449,106.981,283.343,761.028,18.4277,541.267,432.241,962.992,840.122,341.872,392.151,632.622,179.497,932.028,753.699,102.51,788.807,937.229,173.753,687.886,770.854,67.8371,947.298,300.964,166.378,708.172,770.984,67.3506,708.572,582.17,473.574,345.883,57.9205,620.916,74.6944,45.742,852.415,871.537,990.148,973.489,676.052,968.878,445.958,749.652,647.574,130.086,594.396,758.263,383.612,24.5869,65.6262,22.1235,821.513,323.61,371.834,488.643,818.786,770.407,252.509,683.295,1.02948,445.903,158.938,273.627,468.539,997.125,944.304,426.181,102.194,451.387,854.21,163.624,527.024,794.81,825.921,693.682,298.374,220.77,839.947|Random Vector
20|82.381,772.823,680.499,230.054,654.511,131.335,273.26,868.054,950.864,963.237,151.058,31.3023,432.335,731.27,943.616,909.524,419.727,857.36,638.526,964.52,397.594,760.094,274.215,442.299,983.978,311.952,409.334,320.743,894.099,724.423,229.955,745.837,213.105,200.359,31.1341,868.123,651.667,714.924,368.526,562.75,864.358,471.532,473.21,543.233,968.193,159.246,185.526,203.701,868.623,91.1645,776.597,153.658,770.922,453.694,844.783,530.354,761.024,17.8619,626.22,796.798,131.245,294.168,32.5262,911.836,920.848,967.511,616.65,185.459,796.537,462.097,481.522,1.23184,117.308,598.327,125.186,607.306,685.565,247.54,430.306,558.413,200.525,225.54,491.595,160.825,64.2089,651.519,581.971,325.925,268.993,590.264,797.559,433.247,310.362,984.351,455.22,149.581,11.6205,464.599,72.4469,680.457,392.494,395.545,479.939,974.7,600.021,721.888,291.663,656.984,694.982,757.059,860.122,952.649,779.851,907.819,39.6188,724.285,480.507,749.162,104.93,145.922,242.045,102.792,986.663,570.904,142.496,18.3676,498.888,482.356|Random Vector
21|618.156,210.35,702.465,346.017,559.649,775.805,9.77085,941.237,326.461,72.4163,517.712,534.242,87.8665,882.534,350.627,82.5085,33.2031,824.514,78.5785,357.801,396.923,322.095,132.716,977.466,567.541,200.859,689.465,693.194,800.587,821.441,200.15,41.1835,167.483,670.385,104.568,951.55,636.43,124.22,706.476,896.221,31.5861,594.777,936.212,616.605,51.9713,612.944,541.296,298.836,709.06,935.202,870.969,947.35,714.087,625.305,801.728,783.423,339.45,612.258,814.825,484.398,80.1148,660.82,894.817,553.001,547.592,597.476,817.298,783.833,452.318,480.904,643.578,40.7541,526.403,163.999,731.589,438.607,81.63,724.827,60.3521,593.279,247.103,650.294,159.545,479.279,871.784,615.742,219.214,329.017,975.865,470.183,336.896,744.279,182.118,871.833,789.698,433.655,658.708,43.6617,498.196,161.673,555.364,20.8611,719.202,653.263,228.455,332.315,996.334,542.479,974.793,493.277,650.326,81.5265,199.542,403.261,680.228,220.561,72.1984,418.4,30.6525,203.578,257.683,840.452,462.623,174.193,868.272,960.781,727.169,415.907|Random Vector
22|742.707,846.245,425.493,628.765,345.935,735.35,371.039,767.724,987.65,504.845,40.1092,543.301,867.031,513.996,578.675,588.058,438.615,29.3944,725.258,395.515,486.669,606.189,873.423,597.724,900.702,792.956,421.721,655.009,276.828,992.133,592.35,283.855,912.363,359.151,210.662,383.847,622.967,465.813,631.56,835.998,733.113,235.792,131.568,776,715.825,405.31,909.033,601.855,179.683,632.541,237.543,372.849,971.395,512.615,180.977,413.031,854.385,69.1328,492.278,437.165,247.231,97.3934,870.75,405.021,445.305,592.918,514.817,579.415,359.233,662.621,592.951,95.2615,163.524,652.123,391.082,312.148,969.412,399.046,258.133,857.986,656.737,9.0304,325.19,588.413,773.473,598.714,130.874,396.66,969.821,237.028,453.79,234.674,236.05,883.71,73.4967,442.024,169.758,330.889,519.774,448.778,337.003,669.39,828.883,145.757,430.888,449.434,248.714,587.884,617.145,948.583,706.777,252.528,167.042,359.251,167.619,379.359,36.6714,605.538,736.402,356.732,663.805,533.512,474.631,781.79,844.17,705.386,805.67,446.369|Random Vector
23|585.354,864.216,868.271,558.14,205.841,539.906,111.92,34.1878,269.75,986.693,57.0869,122.971,531.17,231.131,936.606,51.6968,39.3435,640.003,122.11,224.701,452.199,180.01,933.875,88.5556,316.156,103.309,507.235,584.671,41.5729,688.208,148.343,397.379,986.63,479.897,965.119,685.968,4.93998,17.3798,951.812,323.131,639.12,973.098,867.918,580.112,454.74,254.225,515.596,521.73,488.847,342.653,666.864,532.245,139.651,125.742,29.9736,132.715,307.93,143.542,704.681,939.82,201.853,732.899,673.432,162.382,969.912,188.349,93.9007,730.829,672.602,156.164,443.75,234.561,868.142,963.347,177.15,255.307,692.626,661.632,838.115,978.631,944.614,374.297,683.248,17.516,497.175,244.147,617.847,830.877,868.905,864.609,570.61,768.519,30.3871,113.11,930.949,795.51,689.527,918.678,676.513,600.61,215.675,940.875,658.885,826.839,393.864,666.971,651.233,577.185,106.593,348.574,657.845,159.287,999.414,604.954,48.212,318.112,977.174,866.439,406.908,993.337,870.753,752.428,782.385,90.4817,567.016,288.686,738.449,109.11|Random Vector
24|878.516,650.512,404.14,765.191,327.033,925.675,667.593,438.172,807.846,901.376,762.285,877.891,797.814,317.196,435.583,868.901,817.834,375.672,120.209,296.869,544.489,649.075,5.75866,328.381,324.586,630.209,366.462,609.832,396.173,563.439,695.467,380.42,388.558,548.5,448.694,596.485,237.544,545.687,373.252,444.419,227.27,14.6671,73.1959,587.062,603.449,168.444,668.213,642.576,619.49,759.344,463.494,500.445,379.786,542.364,863.334,951.479,519.082,847.167,479.182,914.237,25.6421,813.766,341.248,108.918,380.196,148.992,398.823,526.624,580.172,246.07,533.603,476.695,607.905,394.365,764.883,549.414,812.986,746.876,718.123,715.491,955.524,521.234,18.2326,822.393,195.778,430.862,7.56287,896.714,647.475,71.2803,898.031,954.66,243.482,654.693,927.035,380.074,60.2674,197.154,934.436,479.183,351.623,194.558,101.421,166.332,485.872,617.352,256.777,523.085,284.873,670.096,307.29,929.606,803.026,532.26,539.161,580.932,311.308,89.6263,610.334,717.636,716.151,399.905,272.624,976.725,413.549,823.174,121.886,522.481|Random Vector
25|181.149,123.223,681.118,859.416,181.438,799.781,525.163,184.585,709.046,295.278,106.877,793.407,567.312,185.228,256.563,917.753,962.927,424.527,483.546,87.039,805.993,815.749,550.227,373.51,43.4125,526.499,633.151,112.304,951.403,2.58401,601.612,637.985,819.189,515.175,884.206,593.539,228.08,793.744,212.045,646.606,610.981,174.773,411.028,360.773,839.861,905.891,900.023,769.945,353.421,556.637,236.871,255.645,780.526,302.061,274.806,731.958,822.614,851.174,423.738,671.425,667.55,809.53,95.5353,766.656,623.859,149.704,451.768,423.945,586.608,152.984,168.014,235.236,736.874,869.26,862.797,472.892,216.74,535.358,95.7146,178.446,23.6386,312.272,641.972,230.246,607.094,206.186,546.697,637.961,231.947,256.884,390.906,632.015,594.476,58.4546,496.767,141.774,987.786,274.54,136.44,597.047,695.145,675.841,404.319,442.717,428.2,445.791,717.598,724.517,692.436,15.8211,991.256,341.09,128.394,818.707,104.11,603.219,724.339,337.227,578.387,905.525,274.161,772.623,79.4194,264.895,85.6582,645.29,894.191,595.751|Random Vector
26|191.867,401.188,323.372,366.956,226.656,343.56,354.996,617.156,69.4238,442.41,519.06,831.863,67.6126,669.603,800.357,69.9316,233.712,640.168,540.012,271.147,880.079,592.812,650.877,680.132,532.958,230.829,324.334,456.859,333.002,190.325,669.487,52.3389,994.139,378.476,661.839,362.944,557.783,995.48,730.651,446.352,465.206,333.57,60.1423,580.475,562.297,88.7674,957.625,961.666,175.303,634.96,690.005,754.838,200.934,170.478,535.828,409.478,96.6765,422.689,450.371,821.806,756.163,1.23668,347.572,300.853,664.912,981.236,795.45,474.887,927.178,382.526,234.642,119.829,399.316,974.165,152.416,20.0264,992.484,737.18,927.001,768.6,539.957,243.657,842.033,671.558,520.958,92.9291,623.586,257.047,89.1244,787.902,755.27,864.686,127.713,608.486,826.068,506.838,782.028,159.304,708.745,63.109,36.1604,117.649,303.128,227.357,263.113,341.674,360.136,380.91,87.6428,346.322,936.958,239.055,553.802,509.724,305.524,825.286,396.982,279.704,447.203,942.387,600.594,873.337,515.679,161.764,919.392,786.276,496.963,574.587|Random Vector
